activityName,shopProvince,date,finalRanking,playerName,hero,TTS_code
【城市挑战赛】北京站-8.23,北京市,2026-08-23,90,抗狼,艾翁 翠神,UNL-195-1 UNL-177-1 UNL-051-1 UNL-051-1 UNL-051-1 UNL-176-1 UNL-176-1 VEN-122-1 VEN-122-1 VEN-122-1 UNL-033-1 UNL-033-1 UNL-033-1 UNL-036-1 UNL-036-1 SFD-159-1 SFD-159-1 SFD-159-1 OGN-052-1 OGN-052-1 OGN-052-1 VEN-034-1 VEN-034-1 UNL-044-1 UNL-044-1 UNL-042-1 OGN-045-1 OGN-045-1 OGN-045-1 OGN-058-1 OGN-058-1 OGN-058-1 OGN-233-1 UNL-196-1 UNL-060-1 OGN-234-1 OGN-234-1 VEN-135-1 SFD-043-1 SFD-043-1 VEN-126-1 UNL-210-1 UNL-219-1 OGN-295-1 OGN-042-1 OGN-042-1 OGN-042-1 OGN-042-1 OGN-042-1 OGN-042-1 SFD-R06-1 SFD-R06-1 SFD-R06-1 SFD-R06-1 SFD-R06-1 SFD-R06-1 UNL-054-1 UNL-054-1 OGN-233-1 VEN-132-1 VEN-132-1 OGN-224-1 SFD-032-1 SFD-032-1 UNL-176-1 VEN-126-1
【城市挑战赛】北京站-8.23,北京市,2026-08-23,91,负暄,黛安娜 皎月女神,UNL-197-1 UNL-079-1 VEN-058-1 VEN-058-1 VEN-058-1 VEN-066-1 VEN-066-1 VEN-066-1 VEN-173-1 UNL-080-1 UNL-080-1 UNL-080-1 UNL-128-1 UNL-128-1 UNL-131-1 UNL-198-1 UNL-198-1 UNL-198-1 SFD-140-1 SFD-140-1 OGS-011-1 OGS-011-1 OGN-095-1 OGN-095-1 OGN-095-1 OGN-103-1 OGN-103-1 OGN-103-1 OGN-169-1 OGN-169-1 OGN-170-1 OGN-173-1 OGN-173-1 OGN-173-1 OGN-183-1 OGN-183-1 OGN-183-1 OGN-199-1 OGN-199-1 OGN-199-1 SFD-136-1 UNL-205-1 SFD-220-1 OGN-289-1 UNL-R03-1 UNL-R03-1 UNL-R03-1 UNL-R03-1 UNL-R03-1 UNL-R03-1 UNL-R05-1 UNL-R05-1 UNL-R05-1 UNL-R05-1 UNL-R05-1 UNL-R05-1 UNL-070-1 UNL-070-1 UNL-143-1 SFD-080-1 SFD-080-1 OGN-116-1 OGN-116-1 UNL-131-1 SFD-145-1 OGN-192-1
【城市挑战赛】北京站-8.23,北京市,2026-08-23,92,海里睡人,艾瑞莉娅 刀锋舞者,SFD-195-1 SFD-225-1 SFD-196-1 SFD-196-1 SFD-196-1 UNL-053-1 UNL-053-1 UNL-053-1 SFD-048-1 SFD-048-1 SFD-048-1 OGN-199-1 OGN-199-1 OGN-199-1 OGN-045-1 OGN-045-1 OGN-045-1 OGN-046-1 OGN-046-1 OGN-058-1 OGN-058-1 OGN-058-1 SFD-133-1 SFD-133-1 SFD-133-1 UNL-145-1 OGN-183-1 OGN-183-1 UNL-128-1 UNL-128-1 SFD-051-1 OGN-043-1 OGN-043-1 OGN-173-1 OGN-173-1 OGN-077-1 SFD-057-1 UNL-150-1 SFD-045-1 SFD-145-1 OGN-056-1 UNL-205-1 OGN-289-1 SFD-218-1 SFD-R05-1 SFD-R05-1 SFD-R05-1 SFD-R05-1 SFD-R05-1 SFD-R05-1 OGN-042-1 OGN-042-1 OGN-042-1 OGN-042-1 OGN-042-1 OGN-042-1 UNL-131-1 UNL-145-1 UNL-145-1 OGN-172-1 OGN-056-1 OGN-082-1 VEN-038-1 OGS-011-1 VEN-031-1 VEN-039-1
【城市挑战赛】北京站-8.23,北京市,2026-08-23,93,阿空,菲奥娜 无双剑姬,SFD-251-1 SFD-180-1 VEN-128-1 VEN-128-1 VEN-128-1 UNL-118-1 UNL-118-1 UNL-118-1 UNL-153-1 UNL-153-1 UNL-153-1 OGN-211-1 OGN-211-1 OGN-211-1 OGN-234-1 OGN-234-1 VEN-083-1 VEN-083-1 VEN-083-1 VEN-116-1 VEN-116-1 VEN-116-1 UNL-173-1 UNL-173-1 SFD-097-1 SFD-097-1 SFD-097-1 VEN-077-1 VEN-077-1 VEN-077-1 OGN-242-1 OGN-242-1 OGN-242-1 SFD-206-1 SFD-206-1 SFD-206-1 SFD-167-1 SFD-167-1 OGN-218-1 OGN-226-1 OGN-213-1 VEN-164-1 OGN-294-1 SFD-218-1 VEN-R04-1 VEN-R04-1 VEN-R04-1 VEN-R04-1 VEN-R04-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 OGN-209-1 OGN-209-1 OGN-209-1 OGN-224-1 OGN-224-1 OGN-221-1 OGN-221-1 OGN-212-1 OGN-212-1 UNL-169-1
【城市挑战赛】北京站-8.23,北京市,2026-08-23,94,龙一,菲奥娜 无双剑姬,SFD-205-1 OGN-232-1 VEN-134-1 VEN-134-1 VEN-134-1 VEN-135-1 UNL-176-1 UNL-176-1 OGN-234-1 OGN-234-1 OGN-132-1 OGN-132-1 OGN-132-1 OGN-136-1 OGN-136-1 OGN-136-1 SFD-098-1 OGN-139-1 OGN-139-1 OGN-139-1 SFD-161-1 SFD-161-1 UNL-158-1 SFD-206-1 SFD-206-1 SFD-206-1 UNL-173-1 OGN-207-1 OGN-207-1 OGN-207-1 OGN-213-1 OGN-213-1 VEN-083-1 VEN-083-1 VEN-083-1 UNL-106-1 SFD-097-1 SFD-097-1 SFD-097-1 OGN-156-1 OGN-145-1 SFD-218-1 OGN-282-1 SFD-217-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 VEN-R04-1 VEN-R04-1 VEN-R04-1 VEN-R04-1 VEN-R04-1 VEN-R04-1 VEN-135-1 SFD-180-1 SFD-098-1 VEN-085-1 OGN-156-1 VEN-131-1 UNL-175-1 OGN-224-1 OGN-224-1 SFD-161-1
【城市挑战赛】北京站-8.23,北京市,2026-08-23,95,FanU0,维克托 奥术先驱,OGN-308*-1 OGN-246-1 UNL-078-1 UNL-078-1 UNL-078-1 UNL-165-1 UNL-165-1 UNL-165-1 SFD-070-1 SFD-070-1 SFD-070-1 SFD-080-1 SFD-080-1 SFD-080-1 SFD-162-1 SFD-162-1 SFD-162-1 OGN-095-1 OGN-095-1 OGN-095-1 OGN-105-1 OGN-105-1 OGN-209-1 OGN-209-1 OGN-209-1 OGN-224-1 OGN-213-1 OGN-213-1 OGN-213-1 OGN-221-1 OGN-221-1 OGN-221-1 SFD-155-1 SFD-155-1 SFD-155-1 SFD-084-1 SFD-084-1 SFD-084-1 SFD-168-1 SFD-168-1 SFD-168-1 UNL-210-1 SFD-220-1 SFD-215-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 VEN-R03-1 VEN-R03-1 VEN-R03-1 VEN-R03-1 VEN-R03-1 VEN-R03-1 OGN-212-1 OGN-212-1 OGN-212-1 OGN-224-1 OGN-224-1 UNL-073-1 UNL-073-1 UNL-164-1 UNL-164-1 UNL-164-1
【城市挑战赛】北京站-8.23,北京市,2026-08-23,96,宝库·LD·LSR,菲奥娜 无双剑姬,SFD-251-1 OGN-232-1 VEN-185-1 VEN-185-1 VEN-185-1 UNL-169-1 UNL-169-1 OGN-132-1 OGN-132-1 OGN-132-1 OGN-234-1 OGN-234-1 OGN-234-1 VEN-083-1 VEN-083-1 VEN-083-1 UNL-158-1 UNL-158-1 UNL-095-1 UNL-095-1 SFD-097-1 SFD-097-1 SFD-097-1 SFD-206-1 SFD-206-1 VEN-074-1 VEN-074-1 VEN-074-1 UNL-173-1 UNL-173-1 UNL-173-1 VEN-078-1 VEN-078-1 SFD-167-1 SFD-167-1 SFD-167-1 SFD-161-1 SFD-161-1 SFD-161-1 OGN-213-1 OGN-213-1 SFD-218-1 VEN-163-1 VEN-164-1 UNL-R04-1 UNL-R04-1 UNL-R04-1 UNL-R04-1 UNL-R04-1 UNL-R04-1 UNL-R04-1 UNL-R06-1 UNL-R06-1 UNL-R06-1 UNL-R06-1 UNL-R06-1 VEN-085-1 VEN-085-1 OGN-224-1 OGN-224-1 OGN-224-1 OGN-145-1 UNL-176-1 UNL-176-1 UNL-106-1 UNL-158-1
【城市挑战赛】北京站-8.23,北京市,2026-08-23,97,草莓熊lotso ,内瑟斯 沙漠死神,VEN-145-1 VEN-046-1 VEN-032-1 VEN-044-1 VEN-044-1 VEN-044-1 UNL-053-1 UNL-053-1 UNL-053-1 SFD-036-1 SFD-036-1 OGN-082-1 OGN-103-1 OGN-103-1 OGN-103-1 OGN-116-1 OGN-116-1 OGN-116-1 UNL-042-1 SFD-043-1 OGN-045-1 OGN-045-1 OGN-045-1 OGN-043-1 OGN-047-1 OGN-047-1 OGN-058-1 OGN-058-1 OGN-058-1 OGN-104-1 OGN-104-1 OGN-095-1 OGN-095-1 OGN-095-1 OGN-122-1 OGN-122-1 OGN-077-1 OGN-077-1 VEN-146-1 SFD-080-1 SFD-080-1 UNL-212-1 SFD-219-1 SFD-214-1 VEN-R03-1 VEN-R03-1 VEN-R03-1 VEN-R03-1 VEN-R03-1 VEN-R03-1 VEN-R03-1 VEN-R02-1 VEN-R02-1 VEN-R02-1 VEN-R02-1 VEN-R02-1 VEN-037-1 VEN-037-1 VEN-037-1 UNL-054-1 SFD-087-1 OGN-105-1 SFD-045-1 SFD-045-1 VEN-045-1 VEN-045-1
【城市挑战赛】北京站-8.23,北京市,2026-08-23,98,王麻子,雷克塞 虚空遁地兽,SFD-243-1 SFD-029-1 SFD-010-1 SFD-010-1 SFD-010-1 SFD-175-1 SFD-175-1 SFD-175-1 OGN-213-1 OGN-213-1 OGN-213-1 OGN-245-1 OGN-245-1 OGN-245-1 SFD-188-1 SFD-188-1 SFD-188-1 OGN-012-1 OGN-012-1 OGN-012-1 UNL-002-1 UNL-002-1 UNL-002-1 SFD-012-1 SFD-012-1 SFD-012-1 OGN-004-1 OGN-004-1 OGN-004-1 OGN-029-1 OGN-224-1 OGN-221-1 VEN-117-1 VEN-117-1 VEN-117-1 VEN-128-1 VEN-128-1 VEN-128-1 OGN-218-1 OGN-218-1 OGN-218-1 OGN-291-1 OGN-294-1 SFD-221-1 UNL-R01-1 UNL-R01-1 SFD-R01-1 SFD-R01-1 UNL-R06-1 UNL-R06-1 UNL-R06-1 UNL-R06-1 UNL-R06-1 SFD-R06-1 SFD-R06-1 VEN-R06-1 VEN-015-1 UNL-169-1 UNL-169-1 UNL-180-1 OGN-244-1 OGN-224-1 UNL-176-1 UNL-176-1 OGN-229-1 OGN-229-1
【城市挑战赛】北京站-8.23,北京市,2026-08-23,99,蒙面二侠,凯南 狂暴之心,VEN-155-1 VEN-113-1 UNL-143-1 UNL-143-1 OGN-194-1 OGN-194-1 OGN-194-1 SFD-140-1 SFD-140-1 SFD-140-1 UNL-145-1 OGN-195-1 OGN-195-1 OGN-195-1 OGN-185-1 OGN-185-1 OGN-185-1 VEN-096-1 VEN-096-1 VEN-096-1 VEN-156-1 VEN-156-1 VEN-156-1 SFD-234-1 SFD-234-1 OGN-204-1 SFD-150-1 OGN-224-1 OGN-213-1 OGN-213-1 OGN-213-1 OGN-209-1 OGN-201-1 OGN-201-1 UNL-128-1 UNL-128-1 UNL-128-1 OGN-183-1 OGN-183-1 OGN-183-1 UNL-176-1 VEN-165-1 SFD-212-1 OGN-298-1 VEN-R05-1 VEN-R05-1 VEN-R05-1 VEN-R05-1 VEN-R05-1 VEN-R05-1 VEN-R05-1 VEN-R05-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 UNL-145-1 UNL-176-1 UNL-176-1 VEN-095-1 VEN-095-1 VEN-095-1 OGN-173-1 UNL-131-1 OGN-224-1 OGN-224-1
【城市挑战赛】北京站-8.23,北京市,2026-08-23,100,灬两根辣条灬,凯南 狂暴之心,VEN-155-1 VEN-113-1 SFD-140-1 SFD-140-1 OGN-195-1 OGN-195-1 OGN-195-1 UNL-128-1 UNL-128-1 VEN-156-1 VEN-156-1 VEN-156-1 SFD-150-1 SFD-150-1 OGN-204-1 OGN-204-1 OGN-204-1 OGN-185-1 OGN-185-1 OGN-185-1 VEN-100-1 VEN-100-1 OGN-213-1 OGN-213-1 OGN-209-1 OGN-173-1 OGN-173-1 OGN-172-1 OGS-011-1 OGN-194-1 OGN-194-1 OGN-194-1 OGN-183-1 OGN-183-1 OGN-183-1 SFD-130-1 SFD-130-1 OGN-199-1 SFD-149-1 SFD-149-1 SFD-149-1 SFD-212-1 OGN-298-1 OGN-291-1 VEN-R05-1 VEN-R05-1 VEN-R05-1 VEN-R05-1 VEN-R05-1 VEN-R05-1 VEN-R05-1 VEN-R05-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 OGN-224-1 OGN-224-1 OGN-224-1 SFD-136-1 SFD-136-1 SFD-147-1 UNL-132-1 OGN-176-1 OGN-176-1 OGN-176-1
【城市挑战赛】北京站-8.23,北京市,2026-08-23,101,柒柒柒,阿卡丽 离群之刺,VEN-189*-1 VEN-021-1 VEN-038-1 VEN-038-1 SFD-225*-1 SFD-225*-1 OGN-039-1 OGN-039-1 VEN-028-1 VEN-028-1 UNL-002-1 UNL-002-1 UNL-002-1 UNL-053-1 UNL-053-1 UNL-053-1 UNL-060-1 UNL-060-1 SFD-048-1 SFD-048-1 UNL-042-1 UNL-042-1 UNL-042-1 SFD-045-1 OGN-029-1 OGN-029-1 OGN-045-1 OGN-045-1 OGN-045-1 OGN-043-1 OGN-043-1 OGN-046-1 OGN-046-1 OGN-058-1 OGN-058-1 OGN-058-1 VEN-140-1 VEN-140-1 VEN-140-1 OGN-060-1 OGN-077-1 OGN-289-1 OGN-296-1 UNL-215-1 UNL-R01-1 UNL-R01-1 UNL-R01-1 UNL-R01-1 UNL-R01-1 UNL-R01-1 UNL-R02-1 UNL-R02-1 UNL-R02-1 UNL-R02-1 UNL-R02-1 UNL-R02-1 SFD-053-1 SFD-032-1 VEN-003-1 VEN-003-1 VEN-031-1 VEN-039-1 SFD-043-1 SFD-021-1 SFD-021-1 OGN-029-1
【城市挑战赛】北京站-8.23,北京市,2026-08-23,102,kiSuki,艾瑞莉娅 刀锋舞者,SFD-195-1 SFD-057-1 SFD-051-1 SFD-051-1 OGN-046-1 OGN-046-1 OGN-058-1 OGN-058-1 OGN-058-1 SFD-196-1 SFD-196-1 SFD-196-1 OGN-043-1 OGN-043-1 OGN-045-1 OGN-045-1 OGN-045-1 OGN-169-1 OGN-173-1 OGN-173-1 SFD-133-1 SFD-133-1 SFD-133-1 UNL-128-1 UNL-128-1 UNL-053-1 UNL-053-1 UNL-053-1 OGN-199-1 OGN-199-1 SFD-048-1 SFD-048-1 SFD-048-1 OGN-077-1 OGN-077-1 OGN-056-1 VEN-038-1 UNL-145-1 OGN-183-1 OGN-183-1 SFD-045-1 SFD-218-1 UNL-205-1 OGN-289-1 SFD-R02-1 SFD-R02-1 SFD-R02-1 SFD-R02-1 SFD-R02-1 SFD-R02-1 SFD-R05-1 SFD-R05-1 SFD-R05-1 SFD-R05-1 SFD-R05-1 SFD-R05-1 VEN-101-1 VEN-101-1 VEN-102-1 VEN-102-1 VEN-031-1 VEN-031-1 UNL-145-1 UNL-042-1 UNL-131-1 SFD-145-1
【城市挑战赛】北京站-8.23,北京市,2026-08-23,103,白叶洛少,凯南 狂暴之心,VEN-155-1 VEN-113-1 SFD-130-1 SFD-130-1 SFD-130-1 OGN-185-1 OGN-185-1 OGN-185-1 OGN-194-1 OGN-194-1 OGN-194-1 OGN-195-1 OGN-195-1 OGN-195-1 SFD-140-1 SFD-140-1 SFD-140-1 UNL-128-1 UNL-128-1 UNL-128-1 OGN-183-1 OGN-183-1 OGN-183-1 VEN-156-1 VEN-156-1 VEN-156-1 SFD-150-1 SFD-150-1 SFD-234-1 OGN-204-1 OGN-204-1 UNL-176-1 OGN-201-1 OGN-173-1 OGN-173-1 OGN-173-1 SFD-145-1 OGS-011-1 VEN-103-1 OGN-209-1 OGN-209-1 SFD-212-1 SFD-220-1 OGN-298-1 OGN-166-1 OGN-166-1 OGN-166-1 OGN-166-1 OGN-166-1 OGN-166-1 OGN-166-1 OGN-166-1 OGN-214-1 OGN-214-1 OGN-214-1 OGN-214-1 UNL-150-1 UNL-170-1 UNL-170-1 OGN-224-1 OGN-224-1 VEN-103-1 UNL-131-1 UNL-131-1 OGS-011-1 SFD-145-1
【城市挑战赛】北京站-8.23,北京市,2026-08-23,104,呀哈哈的旋木时光,黛安娜 皎月女神,UNL-197-1 UNL-079-1 UNL-080-1 UNL-080-1 UNL-080-1 SFD-140-1 SFD-140-1 OGN-103-1 OGN-103-1 OGN-103-1 OGN-199-1 OGN-199-1 OGN-199-1 UNL-128-1 UNL-128-1 OGS-011-1 OGN-095-1 OGN-095-1 OGN-095-1 OGN-169-1 OGN-169-1 OGN-173-1 OGN-173-1 OGN-173-1 OGN-183-1 OGN-183-1 OGN-183-1 UNL-198-1 UNL-198-1 UNL-198-1 SFD-136-1 VEN-065-1 VEN-065-1 VEN-066-1 VEN-066-1 VEN-066-1 VEN-058-1 VEN-058-1 VEN-058-1 OGN-170-1 OGN-104-1 UNL-205-1 SFD-216-1 VEN-158-1 UNL-R05-1 UNL-R05-1 UNL-R05-1 UNL-R05-1 UNL-R05-1 UNL-R05-1 UNL-R05-1 SFD-R03-1 SFD-R03-1 SFD-R03-1 SFD-R03-1 SFD-R03-1 UNL-131-1 UNL-131-1 UNL-070-1 UNL-070-1 UNL-128-1 VEN-069-1 OGN-116-1 OGN-116-1 SFD-080-1 SFD-080-1
【城市挑战赛】北京站-8.23,北京市,2026-08-23,105,酷猫-的狗,内瑟斯 沙漠死神,VEN-145-1 VEN-046-1 VEN-043-1 VEN-043-1 VEN-044-1 VEN-044-1 VEN-044-1 VEN-066-1 VEN-066-1 UNL-053-1 UNL-053-1 UNL-053-1 SFD-080-1 SFD-080-1 OGN-045-1 OGN-045-1 OGN-045-1 OGN-047-1 OGN-047-1 OGN-047-1 OGN-058-1 OGN-058-1 OGN-058-1 OGN-075-1 OGN-087-1 OGN-095-1 OGN-095-1 OGN-095-1 OGN-103-1 OGN-103-1 OGN-103-1 OGN-104-1 OGN-104-1 OGN-105-1 OGN-116-1 OGN-116-1 OGN-116-1 OGN-082-1 OGN-046-1 UNL-084-1 SFD-087-1 OGN-287-1 SFD-216-1 OGN-295-1 VEN-R02-1 VEN-R02-1 VEN-R02-1 VEN-R02-1 VEN-R02-1 VEN-R02-1 VEN-R03-1 VEN-R03-1 VEN-R03-1 VEN-R03-1 VEN-R03-1 VEN-R03-1 VEN-037-1 VEN-037-1 VEN-040-1 VEN-040-1 UNL-042-1 SFD-045-1 OGN-105-1 OGN-122-1 VEN-061-1 VEN-039-1
【城市挑战赛】北京站-8.23,北京市,2026-08-23,106,此时彼刻之人,菲奥娜 无双剑姬,SFD-205-1 OGN-232-1 SFD-206-1 SFD-206-1 SFD-206-1 UNL-158-1 UNL-158-1 UNL-158-1 VEN-083-1 VEN-083-1 VEN-083-1 UNL-095-1 SFD-097-1 SFD-097-1 SFD-097-1 OGN-136-1 OGN-136-1 OGN-136-1 SFD-098-1 SFD-098-1 SFD-098-1 OGN-132-1 OGN-132-1 OGN-132-1 OGN-207-1 OGN-207-1 OGN-207-1 VEN-081-1 VEN-092-1 VEN-092-1 VEN-092-1 VEN-135-1 VEN-135-1 OGN-139-1 OGN-139-1 OGN-139-1 VEN-134-1 UNL-169-1 UNL-169-1 UNL-176-1 UNL-176-1 OGN-282-1 SFD-218-1 VEN-164-1 VEN-R04-1 VEN-R04-1 VEN-R04-1 VEN-R04-1 VEN-R04-1 VEN-R04-1 VEN-R04-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 SFD-109-1 SFD-109-1 OGN-224-1 OGN-224-1 OGN-224-1 VEN-085-1 VEN-085-1 SFD-105-1 SFD-105-1 SFD-105-1
【城市挑战赛】北京站-8.23,北京市,2026-08-23,107,海绵宝宝,雷克塞 虚空遁地兽,SFD-187-1 SFD-029-1 VEN-023-1 VEN-023-1 UNL-176-1 UNL-002-1 UNL-002-1 UNL-002-1 UNL-006-1 UNL-006-1 UNL-153-1 UNL-153-1 UNL-153-1 SFD-021-1 SFD-155-1 SFD-155-1 SFD-155-1 SFD-175-1 SFD-175-1 OGN-211-1 OGN-211-1 OGN-211-1 OGN-012-1 OGN-012-1 OGN-012-1 SFD-003-1 SFD-003-1 SFD-003-1 OGN-004-1 OGN-004-1 OGN-029-1 OGN-029-1 OGN-029-1 OGN-209-1 OGN-209-1 OGN-209-1 OGN-224-1 SFD-188-1 SFD-188-1 SFD-188-1 VEN-012-1 UNL-210-1 OGN-298-1 OGN-291-1 VEN-R01-1 VEN-R01-1 VEN-R01-1 VEN-R01-1 VEN-R01-1 VEN-R01-1 VEN-R01-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 OGN-036-1 UNL-176-1 VEN-003-1 VEN-132-1 VEN-015-1 UNL-017-1 UNL-017-1 VEN-124-1 VEN-128-1 VEN-014-1
【城市挑战赛】北京站-8.23,北京市,2026-08-23,108,皮皮夏,莉莉娅 含羞蓓蕾,UNL-230-1 UNL-082-1 UNL-069-1 UNL-069-1 UNL-069-1 UNL-078-1 UNL-078-1 UNL-078-1 UNL-083-1 UNL-083-1 UNL-083-1 UNL-190-1 UNL-190-1 SFD-052-1 SFD-052-1 SFD-069-1 SFD-069-1 SFD-069-1 SFD-080-1 SFD-080-1 OGN-043-1 OGN-043-1 OGN-043-1 OGN-045-1 OGN-045-1 OGN-045-1 OGN-058-1 OGN-058-1 OGN-058-1 OGN-095-1 OGN-095-1 OGN-095-1 OGN-103-1 OGN-103-1 OGN-103-1 OGN-116-1 OGN-116-1 OGN-116-1 OGN-123-1 OGN-123-1 UNL-084-1 UNL-209-1 SFD-217-1 SFD-220-1 UNL-R02-1 UNL-R02-1 UNL-R02-1 UNL-R02-1 UNL-R02-1 UNL-R03-1 UNL-R03-1 UNL-R03-1 UNL-R03-1 UNL-R03-1 UNL-R03-1 UNL-R03-1 VEN-037-1 VEN-037-1 VEN-037-1 VEN-040-1 VEN-061-1 VEN-061-1 VEN-066-1 OGN-060-1 OGN-060-1 OGN-105-1
【城市挑战赛】北京站-8.23,北京市,2026-08-23,109,逆转成步堂,兰博 机械公敌,SFD-240-1 SFD-026-1 SFD-021-1 SFD-021-1 SFD-021-1 SFD-007-1 SFD-007-1 SFD-007-1 SFD-062-1 SFD-062-1 SFD-062-1 SFD-065-1 SFD-065-1 SFD-065-1 SFD-071-1 SFD-076-1 SFD-076-1 SFD-076-1 SFD-182-1 OGN-123-1 OGN-026-1 OGN-116-1 OGN-116-1 SFD-079-1 SFD-079-1 SFD-089-1 SFD-089-1 UNL-087-1 UNL-087-1 UNL-087-1 SFD-073-1 SFD-073-1 OGN-105-1 OGN-029-1 OGN-029-1 VEN-066-1 VEN-066-1 VEN-066-1 VEN-003-1 OGN-083-1 SFD-080-1 OGN-280-1 OGN-288-1 OGN-283-1 UNL-R01-1 UNL-R01-1 UNL-R01-1 UNL-R01-1 UNL-R01-1 UNL-R03-1 UNL-R03-1 UNL-R03-1 UNL-R03-1 UNL-R03-1 UNL-R03-1 UNL-R03-1 OGN-022-1 VEN-061-1 VEN-061-1 VEN-015-1 SFD-080-1 VEN-003-1 OGN-004-1 OGN-004-1 SFD-081-1 SFD-081-1
【城市挑战赛】北京站-8.23,北京市,2026-08-23,110,鬼月儿～,凯南 狂暴之心,VEN-155-1 VEN-113-1 OGN-195-1 OGN-195-1 OGN-195-1 SFD-140-1 SFD-140-1 VEN-156-1 VEN-156-1 VEN-156-1 OGN-183-1 OGN-183-1 OGN-183-1 SFD-150-1 SFD-150-1 OGN-213-1 OGN-213-1 UNL-128-1 UNL-128-1 OGN-173-1 OGN-173-1 OGN-173-1 OGN-204-1 OGN-204-1 OGN-204-1 OGN-185-1 OGN-185-1 SFD-130-1 SFD-130-1 SFD-130-1 VEN-104-1 VEN-104-1 OGN-224-1 OGN-201-1 VEN-099-1 VEN-099-1 SFD-136-1 SFD-136-1 UNL-143-1 UNL-143-1 SFD-145-1 SFD-212-1 OGN-298-1 SFD-220-1 VEN-R05-1 VEN-R05-1 VEN-R05-1 VEN-R05-1 VEN-R05-1 VEN-R05-1 VEN-R05-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 VEN-R06-1 SFD-R05-1 OGN-224-1 VEN-114-1 VEN-114-1 OGN-212-1 OGN-212-1 VEN-102-1 VEN-102-1 VEN-116-1 VEN-100-1 VEN-100-1
【城市挑战赛】北京站-8.23,北京市,2026-08-23,111,亚伦国度.小郭四驱,易 无极剑圣,OGS-019-1 UNL-113-1 UNL-120-1 UNL-120-1 UNL-120-1 UNL-053-1 UNL-053-1 UNL-053-1 SFD-036-1 SFD-036-1 SFD-036-1 SFD-097-1 SFD-097-1 SFD-097-1 OGN-045-1 OGN-045-1 OGN-045-1 OGN-043-1 OGN-043-1 OGN-043-1 OGN-046-1 OGN-046-1 OGN-058-1 OGN-058-1 OGN-058-1 OGN-077-1 OGN-077-1 SFD-105-1 SFD-105-1 OGN-132-1 OGN-132-1 OGN-132-1 VEN-083-1 VEN-083-1 OGN-156-1 OGN-156-1 OGN-154-1 SFD-045-1 OGN-136-1 OGN-136-1 UNL-192-1 UNL-215-1 SFD-207-1 SFD-217-1 SFD-R04-1 SFD-R04-1 SFD-R04-1 SFD-R04-1 SFD-R04-1 SFD-R04-1 SFD-R04-1 SFD-R02-1 SFD-R02-1 SFD-R02-1 SFD-R02-1 SFD-R02-1 SFD-109-1 OGN-082-1 UNL-060-1 UNL-192-1 SFD-057-1 SFD-057-1 VEN-037-1 VEN-037-1 VEN-085-1 VEN-081-1
【城市挑战赛】北京站-8.23,北京市,2026-08-23,112,铱星天.旋木时光,阿卡丽 离群之刺,VEN-139-1 VEN-038-1 VEN-140-1 VEN-140-1 VEN-140-1 UNL-022-1 UNL-022-1 UNL-022-1 UNL-053-1 UNL-053-1 UNL-053-1 SFD-036-1 SFD-036-1 SFD-036-1 SFD-048-1 SFD-048-1 OGN-043-1 OGN-043-1 OGN-045-1 OGN-045-1 OGN-045-1 OGN-046-1 OGN-046-1 OGN-046-1 OGN-058-1 OGN-058-1 OGN-058-1 OGN-060-1 OGN-060-1 OGN-060-1 OGN-067-1 OGN-067-1 OGN-077-1 OGN-077-1 VEN-046-1 OGN-039-1 OGN-039-1 OGN-039-1 VEN-044-1 UNL-042-1 SFD-022-1 SFD-218-1 SFD-219-1 OGN-277-1 VEN-R01-1 VEN-R01-1 VEN-R01-1 VEN-R01-1 VEN-R01-1 VEN-R02-1 VEN-R02-1 VEN-R02-1 VEN-R02-1 VEN-R02-1 VEN-R02-1 VEN-R02-1 VEN-003-1 VEN-003-1 VEN-015-1 VEN-015-1 OGN-012-1 OGN-012-1 OGN-026-1 OGN-026-1 OGN-064-1 OGN-064-1
